None.Play,1
ImageSprite.PointInDirection,176
math_is_a_number,773
Image.GetWidth,27
BluetoothClient.ReceiveSigned1ByteNumber,48
Twitter.GetSearchResults,5
PhoneNumberPicker.BeforePicking,1
Ball.Bounce,1536
ImagePicker.SetBackgroundColor,4
LocationSensor.SetTimeInterval,12
Canvas.Touched,1994
text_trim,375
DatePicker.SetWidth,3
Form.GetAlignVertical,5
WebViewer.GetCurrentUrl,68
None.Speak,4
Spinner.SetPrompt,5
controls_openAnotherScreenWithStartValue,1863
color_light_gray,689
Clock.SetTimerEnabled,11347
Button.LostFocus,45
BluetoothServer.GetCharacterEncoding,1
controls_closeScreen,3538
HorizontalArrangement.GetVisible,44
PhoneNumberPicker.AfterPicking,68
VideoPlayer.GetFullScreen,8
SoundRecorder.StoppedRecording,7
SpeechRecognizer.GetResult,492
TinyDB.ClearTag,631
math_random_int,10098
ActivityStarter.SetExtraKey,33
Ball.SetEnabled,793
Clock.GetTimerEnabled,207
ListPicker.SetElementsFromString,144
math_convert_angles,93
NxtDirectCommands.PlayTone,2
ListPicker.GetBackgroundColor,10
ImageSprite.EdgeReached,1068
Button.GotFocus,75
NxtUltrasonicSensor.SetBottomOfRange,1
Web.HtmlTextDecode,39
LocationSensor.StatusChanged,14
Camcorder.AfterRecording,51
lists_append_list,85
ListView.GetSelectionIndex,132
WebViewer.GetWebViewString,16
Ball.SetInterval,299
Spinner.DisplayDropdown,19
lists_replace_item,1242
Button.SetText,7643
ImagePicker.GetImage,5
math_format_as_decimal,830
TinyDB.GetTags,435
ProximitySensor.ProximityChanged,11
Label.setproperty,4
DatePicker.SetVisible,1
Notifier.AfterChoosing,724
TinyWebDB.ValueStored,49
TableArrangement.SetHeight,165
Sound.SetSource,1474
BluetoothClient.SetCharacterEncoding,5
Clock.Hour,80
text_compare,3481
Button.setproperty,11
NxtTouchSensor.IsPressed,4
Canvas.SetVisible,860
color_magenta,584
Slider.GetVisible,11
BluetoothServer.Send2ByteNumber,1
Web.XMLTextDecode,2
lists_select_item,20401
TextBox.GetVisible,68
BluetoothServer.StopAccepting,41
LocationSensor.LongitudeFromAddress,12
math_round,1306
TableArrangement.SetVisible,2453
Canvas.SetBackgroundImage,1764
Twitter.GetDirectMessages,3
Sound.Pause,282
logic_operation,6501
Button.SetWidth,878
lists_add_items,4094
controls_do_then_return,535
Label.GetBackgroundColor,26
Clock.MonthName,20
Button.SetFontBold,48
Sound.Resume,108
lists_to_csv_table,47
Clock.Now,1707
ProximitySensor.GetDistance,3
ImagePicker.SetWidth,2
ListPicker.TouchUp,5
PhoneCall.IncomingCallAnswered,5
Twitter.SetConsumerKey,15
ImageSprite.SetEnabled,1855
Canvas.Flung,110
WebViewer.CanGoForward,20
File.SaveFile,137
HorizontalArrangement.SetAlignVertical,1
DatePicker.SetText,84
ActivityStarter.SetExtraValue,33
Twitter.Tweet,15
ImageSprite.GetWidth,3776
NxtColorSensor.GetDetectColor,1
OrientationSensor.GetRoll,125
Label.SetFontSize,243
BluetoothServer.GetIsConnected,18
VerticalArrangement.GetVisible,48
Twitter.CheckAuthorized,11
Ball.NoLongerCollidingWith,18
PhoneNumberPicker.GetPhoneNumber,111
ImageSprite.CollidedWith,1803
LocationSensor.SetProviderName,106
ListPicker.GetWidth,1
Web.PostTextWithEncoding,16
ContactPicker.Open,3
None.FormatDate,1
Spinner.AfterSelecting,353
FusiontablesControl.GetApiKey,2
Label.GetHeight,11
None.fet,2
lists_is_list,203
controls_while,938
None.iet,3
Clock.Weekday,8
ImagePicker.GetEnabled,1
YandexTranslate.RequestTranslation,43
Texting.MessageReceived,244
SpeechRecognizer.AfterGettingText,370
ActivityStarter.AfterActivity,43
lists_insert_item,235
TinyWebDB.GetValue,840
color_cyan,942
FusiontablesControl.GetRows,18
None.setproperty,526
NearField.SetReadMode,59
Web.SetAllowCookies,1
CheckBox.SetVisible,116
Twitter.FollowersReceived,4
ImagePicker.BeforePicking,3
Button.GetFontSize,23
TextBox.SetTextColor,248
None.PostText,1
ListView.SetElementsFromString,72
global_declaration,40057
BluetoothClient.Send4ByteNumber,23
ListPicker.BeforePicking,1619
lists_is_in,393
ContactPicker.TouchDown,3
NxtDirectCommands.PlaySoundFile,1
Clock.SystemTime,247
ContactPicker.SetImage,4
Ball.CollidedWith,1043
HorizontalArrangement.GetAlignHorizontal,1
Ball.MoveTo,1709
ImageSprite.Flung,260
Button.SetTextColor,2245
VerticalArrangement.GetWidth,3
Notifier.ShowMessageDialog,2729
TextBox.RequestFocus,50
Clock.Timer,7350
logic_compare,21071
ImagePicker.SetTextColor,12
ListPicker.SetHeight,4
PhoneCall.PhoneCallEnded,3
SoundRecorder.GetSavedRecording,1
HorizontalArrangement.SetAlignHorizontal,2
logic_boolean,59483
BluetoothClient.GetAvailable,158
math_trig,195
PasswordTextBox.SetHint,51
TextToSpeech.AfterSpeaking,97
TextToSpeech.Speak,5833
WebViewer.SetWebViewString,40
Twitter.MentionsReceived,4
Canvas.GetBackgroundPixelColor,7
Sharing.ShareFile,44
FusiontablesControl.GotResult,238
WebViewer.GetCurrentPageTitle,111
Twitter.RequestMentions,4
Ball.PointInDirection,75
Ball.SetHeading,2741
CheckBox.GetEnabled,19
Web.PostFile,12
None.get,146
Spinner.SetElements,182
Ball.setproperty,22
DatePicker.GetText,49
TimePicker.GetText,6
Canvas.DrawTextAtAngle,25
VerticalArrangement.SetWidth,14
SoundRecorder.StartedRecording,11
TimePicker.GetHour,183
ListView.SetSelectionIndex,118
ContactPicker.GotFocus,2
Form.ScreenOrientationChanged,56
VerticalArrangement.GetHeight,1
File.ReadFrom,279
ListView.GetSelection,145
Spinner.GetElements,1
Button.SetVisible,9105
TextBox.SetText,39072
ImagePicker.SetVisible,49
Player.GetLoop,3
math_compare,48206
Canvas.GetPaintColor,73
ImageSprite.SetRotates,69
BluetoothServer.Send1ByteNumber,12
DatePicker.SetDateToDisplay,20
Button.SetShowFeedback,12
ImageSprite.Bounce,529
ImageSprite.PointTowards,44
ActivityStarter.GetResultUri,12
ImageSprite.GetPicture,390
Canvas.getproperty,6
AccelerometerSensor.SetEnabled,144
ListPicker.TouchDown,11
ActivityStarter.GetActivityPackage,1
ImageSprite.GetSpeed,177
ImageSprite.setproperty,6
OrientationSensor.GetPitch,118
Canvas.GetBackgroundColor,82
Twitter.FriendTimelineReceived,4
ImageSprite.NoLongerCollidingWith,18
Web.BuildRequestData,163
Slider.SetMinValue,41
WebViewer.SetWidth,7
Texting.SetPhoneNumber,585
ActivityStarter.SetActivityClass,137
Button.GetEnabled,121
Player.Start,2880
Slider.SetColorRight,49
NxtDrive.Stop,125
ListPicker.SetWidth,12
PasswordTextBox.SetBackgroundColor,1
lists_lookup_in_pairs,186
color_orange,659
TimePicker.TouchUp,1
SoundRecorder.Stop,104
Form.SetAlignHorizontal,2
NearField.GetLastMessage,38
NxtUltrasonicSensor.SetTopOfRange,1
ContactPicker.AfterPicking,17
Ball.EdgeReached,1967
TextToSpeech.SetLanguage,102
TableArrangement.GetVisible,46
Form.BackPressed,1555
WebViewer.GoBack,100
TextBox.GetTextColor,18
Ball.GetRadius,894
math_atan2,195
controls_closeScreenWithValue,309
TextToSpeech.GetLanguage,5
BarcodeScanner.DoScan,260
Label.SetBackgroundColor,1303
Web.SetSaveResponse,34
ImageSprite.GetHeading,514
TimePicker.TouchDown,9
Ball.TouchUp,11
ListPicker.Open,270
Camcorder.RecordVideo,67
WebViewer.GoHome,667
Ball.GetVisible,37
Canvas.SetPaintColor,6806
BluetoothServer.SendText,51
Slider.GetColorLeft,2
Web.PutTextWithEncoding,1
NxtUltrasonicSensor.BelowRange,9
AccelerometerSensor.SetSensitivity,4
FusiontablesControl.GetQuery,2
math_cos,246
Twitter.GetMentions,2
text,277763
DatePicker.LostFocus,1
AccelerometerSensor.GetZAccel,65
ImagePicker.Open,38
ImageSprite.SetX,3307
ImageSprite.SetY,2301
text_join,28850
Sharing.ShareFileWithMessage,58
PhoneNumberPicker.GetImage,6
PhoneCall.MakePhoneCall,488
BluetoothClient.SetDelimiterByte,6
PasswordTextBox.SetHeight,5
Canvas.Dragged,2259
Canvas.SetHeight,332
Slider.SetColorLeft,185
ListView.AfterPicking,145
Sound.Stop,1178
BluetoothClient.SetSecure,3
Form.ErrorOccurred,425
Canvas.SetBackgroundColor,731
Web.PostText,1551
LocationSensor.GetAvailableProviders,37
Sound.GetSource,97
ImagePicker.SetEnabled,2
lexical_variable_get,181185
ImageSprite.SetPicture,2875
BluetoothServer.AcceptConnectionWithUUID,1
ListPicker.SetVisible,259
LocationSensor.GetCurrentAddress,670
BluetoothClient.ConnectWithUUID,3
Clock.Second,56
ActivityStarter.SetResultName,11
Spinner.SetSelection,248
ListPicker.SetFontSize,1
ImageSprite.SetHeight,329
NxtUltrasonicSensor.WithinRange,2
PhoneNumberPicker.SetImage,1
HorizontalArrangement.SetWidth,39
ProximitySensor.GetAvailable,1
VideoPlayer.SeekTo,16
TextBox.GetHint,20
WebViewer.GetVisible,10
Web.GotFile,59
Form.SetOpenScreenAnimation,17
Clock.WeekdayName,19
Ball.CollidingWith,276
LocationSensor.LocationChanged,501
Button.TouchUp,494
Texting.SetMessage,622
ListView.GetElements,56
Ball.SetVisible,1838
Canvas.SaveAs,172
ListPicker.GetTitle,4
Twitter.RequestFollowers,4
None.getproperty,8
NxtLightSensor.WithinRange,1
text_contains,966
Clock.SetTimerAlwaysFires,471
text_isEmpty,1413
BluetoothClient.SendText,4616
color_red,6994
EmailPicker.LostFocus,1
Form.GetBackgroundImage,44
NxtSoundSensor.BelowRange,1
text_length,1699
PasswordTextBox.SetText,141
Canvas.GetHeight,3408
ImageSprite.GetRotates,14
NxtUltrasonicSensor.GetDistance,4
logic_false,35898
PasswordTextBox.GetEnabled,6
ListPicker.GetVisible,1
TextToSpeech.SetSpeechRate,67
Button.GetVisible,168
Form.SetAlignVertical,6
TimePicker.LaunchPicker,10
ListView.SetElements,384
Canvas.DrawText,443
ImageSprite.SetVisible,6851
TextBox.LostFocus,165
Player.GetIsPlaying,659
PhoneCall.GetPhoneNumber,10
NearField.SetTextToWrite,30
CheckBox.Changed,1895
Button.SetImage,5946
NxtSoundSensor.GetSoundLevel,4
procedures_callnoreturn,28537
Twitter.Authorize,17
local_declaration_expression,325
Form.GetScreenOrientation,6
LocationSensor.GetAltitude,63
TinyWebDB.GotValue,361
VideoPlayer.GetHeight,1
NxtDrive.MoveBackward,39
Form.SetCloseScreenAnimation,11
controls_openAnotherScreen,16504
Image.SetVisible,3455
WebViewer.GoToUrl,1044
ContactPicker.GetContactName,8
ContactPicker.GetPhoneNumber,10
CheckBox.GetText,164
Web.GotText,993
ActivityStarter.GetDataType,1
ImagePicker.GetVisible,39
Notifier.SetTextColor,20
Clock.AddMinutes,4
Form.SetScrollable,35
NxtSoundSensor.SetAboveRangeEventEnabled,4
PasswordTextBox.SetTextColor,3
color_dark_gray,194
math_add,24841
ActivityStarter.SetAction,1371
None.jet,3
lexical_variable_set,64468
ListView.SetBackgroundColor,6
Ball.PointTowards,8
color_blue,2270
Web.SetUrl,2942
NxtDrive.TurnCounterClockwiseIndefinitely,28
DatePicker.GetMonthInText,29
Form.GetWidth,1791
PasswordTextBox.GetHint,2
BluetoothClient.ReceiveText,636
Web.GetUrl,111
Image.GetHeight,18
Form.GetBackgroundColor,36
Spinner.SetVisible,604
BluetoothServer.ReceiveText,44
ListPicker.LostFocus,2
math_floor,809
text_replace_all,943
math_random_float,1587
TextToSpeech.GetCountry,2
Form.Initialize,9086
Button.SetBackgroundColor,5489
TextBox.SetVisible,2624
ListView.SetTextColor,5
CheckBox.GetTextColor,3
Canvas.SetWidth,252
NxtTouchSensor.Pressed,5
BluetoothClient.ReceiveUnsigned2ByteNumber,2
NxtSoundSensor.AboveRange,2
LocationSensor.SetDistanceInterval,30
Twitter.DirectMessage,2
Form.GetOpenScreenAnimation,3
Twitter.DeAuthorize,1
ImagePicker.AfterPicking,212
color_gray,408
Notifier.ShowAlert,4149
Ball.MoveIntoBounds,13
BluetoothClient.Disconnect,1473
Button.SetFontItalic,26
LocationSensor.GetDistanceInterval,11
TextBox.GetMultiLine,3
DatePicker.GetMonth,235
controls_closeApplication,1521
lists_from_csv_table,178
PhoneNumberPicker.TouchUp,1
PasswordTextBox.SetVisible,42
VideoPlayer.SetHeight,87
Form.OtherScreenClosed,637
CheckBox.SetText,422
Spinner.GetSelectionIndex,282
Image.SetPicture,3389
ListPicker.SetImage,48
TextToSpeech.GetResult,2
TinyWebDB.SetServiceURL,16
HorizontalArrangement.setproperty,1
Web.ClearCookies,4
Ball.SetRadius,98
Button.SetFontSize,66
Web.Delete,4
BluetoothServer.ReceiveSigned1ByteNumber,1
ContactPicker.SetText,3
PhoneNumberPicker.TouchDown,5
Ball.GetPaintColor,98
text_starts_at,176
Canvas.Save,109
TinyWebDB.GetServiceURL,2
color_green,5358
Web.GetSaveResponse,2
Twitter.IsAuthorized,13
Form.SetBackgroundImage,310
TimePicker.LostFocus,1
ActivityStarter.GetDataUri,9
TimePicker.GetBackgroundColor,1
FusiontablesControl.ForgetLogin,212
ImageSprite.Touched,3933
Slider.GetMinValue,36
Button.GetWidth,117
BluetoothClient.IsDevicePaired,327
Clock.Year,104
ListPicker.GetFontSize,1
logic_negate,2347
FusiontablesControl.InsertRow,7
PasswordTextBox.GetText,1058
TextBox.GetWidth,12
Texting.SendMessage,625
color_black,2163
TimePicker.GetMinute,138
math_on_list,122
ImageSprite.TouchUp,402
Canvas.SetBackgroundPixelColor,2
WebViewer.GetWidth,1
SoundRecorder.AfterSoundRecorded,87
BluetoothServer.ReceiveSignedBytes,2
Ball.TouchDown,47
Twitter.GetUsername,14
Camera.AfterPicture,869
WebViewer.SetHeight,21
SpeechRecognizer.GetText,476
LocationSensor.SetProviderLocked,43
TextBox.SetHint,231
NxtLightSensor.AboveRange,1
NxtColorSensor.ColorChanged,2
Canvas.DrawPoint,271
NearField.TagRead,25
NxtDirectCommands.GetCurrentProgramName,1
ContactPicker.GetEmailAddress,6
math_tan,33
Player.Stop,1156
ActivityStarter.SetDataType,34
Canvas.GetWidth,4593
math_power,737
Form.SetTitle,916
OrientationSensor.SetEnabled,111
Spinner.GetSelection,381
Canvas.TouchUp,294
TextBox.GetEnabled,25
VideoPlayer.SetVisible,31
WebViewer.SetFollowLinks,3
Form.SetAboutScreen,147
ImageSprite.GetHeight,2167
ListView.SetSelection,8
WebViewer.ClearLocations,7
None.SendQuery,1
ImagePicker.GetSelection,281
WebViewer.CanGoBack,45
color_make_color,959
LocationSensor.GetLatitude,698
SoundRecorder.Start,114
BluetoothClient.ReceiveSignedBytes,7
DatePicker.SetEnabled,7
Ball.GetZ,3
PhoneCall.SetPhoneNumber,405
Ball.GetX,922
Ball.GetY,747
DatePicker.TouchDown,5
Player.SetSource,1350
ActivityStarter.SetActivityPackage,126
TextBox.GetNumbersOnly,53
color_split_color,133
TextBox.SetHeight,21
TableArrangement.SetWidth,107
NearField.GetReadMode,2
Clock.GetTimerInterval,203
OrientationSensor.GetAzimuth,34
Notifier.AfterTextInput,207
Clock.MakeInstant,172
ListPicker.SetElements,2253
TextBox.SetEnabled,399
TinyDB.ClearAll,199
ImagePicker.SetHeight,7
YandexTranslate.GotTranslation,38
Label.SetHeight,154
controls_choose,1652
Texting.GetMessage,20
ImageSprite.GetEnabled,93
ActivityStarter.GetResult,1
Web.JsonTextDecode,97
None.ShowAlert,4
Clock.Month,88
ListPicker.GetSelection,5071
ListPicker.AfterPicking,3402
Button.SetEnabled,8902
Web.SetResponseFileName,17
WebViewer.SetHomeUrl,404
ListPicker.SetText,2277
TinyWebDB.WebServiceError,32
PhoneNumberPicker.GetContactName,11
controls_forRange,1525
Form.GetScrollable,11
Button.GetTextColor,92
LocationSensor.GetHasAltitude,4
Slider.SetThumbPosition,424
TimePicker.GetVisible,1
math_abs,902
BluetoothClient.ReceiveUnsignedBytes,110
controls_if,64040
PasswordTextBox.SetWidth,6
Image.GetPicture,571
NxtLightSensor.SetAboveRangeEventEnabled,1
color_white,1532
AccelerometerSensor.GetSensitivity,2
Twitter.Follow,4
Player.GetSource,74
BluetoothServer.AcceptConnection,66
FusiontablesControl.SetQuery,284
TableArrangement.GetHeight,18
None.Vibrate,12
LocationSensor.GetProviderLocked,2
TextBox.SetWidth,44
Texting.GetReceivingEnabled,9
ImageSprite.GetZ,3
ImageSprite.GetX,3052
ImageSprite.GetY,2532
ListView.SetHeight,9
None.GetValue,4
BluetoothServer.Disconnect,45
CheckBox.LostFocus,4
VideoPlayer.SetWidth,89
TableArrangement.GetWidth,156
Clock.FormatTime,141
TimePicker.SetEnabled,7
NearField.GetTextToWrite,1
LocationSensor.GetHasLongitudeLatitude,23
ImagePicker.SetText,5
OrientationSensor.OrientationChanged,277
HorizontalArrangement.GetHeight,19
OrientationSensor.GetAvailable,4
Player.Pause,1366
Ball.SetSpeed,3482
CheckBox.GetVisible,2
lists_is_empty,274
ImageSprite.CollidingWith,1170
Clock.GetTimerAlwaysFires,6
LocationSensor.LatitudeFromAddress,16
text_split,784
VideoPlayer.GetVisible,4
TextBox.GetFontSize,5
NxtDrive.MoveForwardIndefinitely,93
NxtDirectCommands.GetBatteryLevel,1
None.text,6
ActivityStarter.ResolveActivity,30
Twitter.DirectMessagesReceived,2
WebViewer.ClearCaches,2
TimePicker.SetTextColor,2
text_segment,851
NxtLightSensor.GetLightLevel,12
procedures_defnoreturn,14131
NxtUltrasonicSensor.SetWithinRangeEventEnabled,3
NxtDirectCommands.GetFirmwareVersion,1
Twitter.RequestFriendTimeline,4
SpeechRecognizer.BeforeGettingText,44
Label.GetTextColor,124
ActivityStarter.SetDataUri,2075
NearField.TagWritten,16
PasswordTextBox.SetEnabled,13
ImageSprite.SetWidth,266
ContactPicker.GetText,1
BluetoothClient.BytesAvailableToReceive,774
lists_copy,291
TextBox.SetFontSize,34
BarcodeScanner.AfterScan,247
Button.TouchDown,680
ContactPicker.GetImage,2
BluetoothClient.ReceiveUnsigned1ByteNumber,128
Texting.GetGoogleVoiceEnabled,8
ImageSprite.GetInterval,12
Button.GetBackgroundColor,1044
BluetoothServer.GetEnabled,3
PhoneCall.PhoneCallStarted,6
lists_from_csv_row,448
ImagePicker.SetImage,18
Image.SetAnimation,60
NxtDirectCommands.GetBrickName,1
DatePicker.GotFocus,4
NxtDrive.MoveForward,48
Spinner.SetSelectionIndex,176
Slider.GetThumbPosition,1323
lists_pick_random_item,1507
OrientationSensor.GetEnabled,2
WebViewer.GetHomeUrl,37
Ball.Touched,372
Button.GetImage,1419
ImageSprite.MoveTo,4978
AccelerometerSensor.Shaking,2115
PhoneNumberPicker.GetEmailAddress,2
ListPicker.GetText,305
BluetoothClient.Send2ByteNumber,18
ListPicker.GotFocus,10
File.Delete,162
Notifier.DismissProgressDialog,2
None.StoreValue,2
Canvas.TouchDown,491
PhoneNumberPicker.GetEnabled,1
AccelerometerSensor.GetMinimumInterval,2
ContactPicker.GetPicture,2
VerticalArrangement.SetVisible,4791
Button.GetHeight,149
Sound.SetMinimumInterval,16
ImageSprite.SetSpeed,1241
SoundRecorder.SetSavedRecording,3
Slider.SetWidth,106
DatePicker.LaunchPicker,31
Web.GetResponseFileName,1
TextToSpeech.BeforeSpeaking,12
FusiontablesControl.SendQuery,273
Notifier.LogError,71
Twitter.SetConsumerSecret,14
TimePicker.SetTimeToDisplay,18
LocationSensor.GetAccuracy,81
ActivityStarter.GetAction,1
Twitter.SearchTwitter,6
math_ceiling,510
Player.SetPlayOnlyInForeground,9
Player.OtherPlayerStarted,9
Form.GetHeight,1478
ListPicker.GetHeight,2
ImageSprite.MoveIntoBounds,12
ListPicker.SetTitle,68
lists_create_with,17415
Button.GetShowFeedback,3
ContactPicker.SetEnabled,1
Canvas.DrawCircle,1826
Label.SetText,48299
Clock.AddMonths,4
TimePicker.SetWidth,3
controls_eval_but_ignore,180
text_changeCase,775
Notifier.LogWarning,24
Slider.SetMaxValue,63
Twitter.SetTwitPic_API_Key,3
Slider.PositionChanged,1169
WebViewer.GoForward,40
HorizontalArrangement.GetWidth,17
TextBox.GetHeight,3
Sound.Play,8611
BluetoothServer.ConnectionAccepted,52
ListPicker.SetBackgroundColor,984
ListPicker.SetTextColor,42
ImageSprite.GetVisible,504
PasswordTextBox.GotFocus,26
ProximitySensor.GetMaximumRange,3
Button.GetFontItalic,1
Image.SetWidth,148
math_neg,443
BluetoothClient.Send1ByteNumber,1009
Slider.GetMaxValue,14
Web.PutFile,25
Clock.GetMillis,290
BluetoothServer.GetAvailable,2
DatePicker.AfterDateSet,156
Twitter.TweetWithImage,7
VideoPlayer.GetDuration,8
Sound.GetMinimumInterval,43
DatePicker.TouchUp,1
Notifier.ShowTextDialog,291
Clock.AddWeeks,1
lists_to_csv_row,128
ListPicker.SetSelection,448
Web.Get,1470
None.spaces,118
Camera.GetUseFront,8
math_multiply,32171
EmailPicker.GetText,2
TimePicker.GotFocus,3
ListPicker.SetEnabled,586
procedures_defreturn,1694
Form.GetAboutScreen,21
VerticalArrangement.SetAlignVertical,5
Player.Completed,188
CheckBox.GetChecked,5288
VerticalArrangement.SetHeight,19
Clock.FormatDateTime,240
ImageSprite.Dragged,815
TextBox.SetMultiLine,9
math_single,1091
controls_closeScreenWithPlainText,31
lists_length,3062
Canvas.GetLineWidth,138
LocationSensor.GetLongitude,685
Twitter.RequestDirectMessages,1
CheckBox.SetChecked,5817
Label.SetTextColor,2905
Form.GetCloseScreenAnimation,1
ImageSprite.TouchDown,796
Clock.SetTimerInterval,1786
TextToSpeech.SetCountry,36
EmailPicker.SetHint,3
TextBox.SetBackgroundColor,442
ImagePicker.GetBackgroundColor,3
VideoPlayer.SetVolume,3
